dc.title,dc.contributor.author,dc.contributor,dc.contributor.editor,dc.subject.frascati,dc.subject.free,dc.description,dc.publisher,dc.date,dc.type,Orfeo.peerreviewed,dc.identifier.isbn,dc.identifier.issn,dc.identifier.publisherlink,dc.identifier.doi,dc.identifier.isi,dc.identifier.pubmed,dc.identifier.url,dc.identifier.scopus,dc.identifier.worldcat,dc.identifier.limo,dc.identifier.depositnumber,dc.source.title,dc.source.volume,dc.source.issue,dc.source.page,dc.relation.ispartofseries,dc.identifier.citation,dc.language,dc.relation.project,dc.audience,dc.coverage.spatial,dc.coverage.temporal,file
"Bidirectional Introgressive Hybridization between a Cattle and Human Schistosome Species","Huyse, T.||Webster, B.||Geldof, S.||Stothard, J.||Diaw, O.||Polman, K.||Rollinson, D.","","","","Invertebrates","Schistosomiasis is a disease of great medical and veterinary importance in tropical and subtropical regions, caused by parasitic flatworms of the genus Schistosoma (subclass Digenea). Following major water development schemes in the 1980s, schistosomiasis has become an important parasitic disease of children living in the Senegal River Basin (SRB). During molecular parasitological surveys, nuclear and mitochondrial markers revealed unexpected natural interactions between a bovine and human Schistosoma species: S. bovis and S. haematobium, respectively. Hybrid schistosomes recovered from the urine and faeces of children and the intermediate snail hosts of both parental species, Bulinus truncatus and B. globosus, presented a nuclear ITS rRNA sequence identical to S. haematobium, while the partial mitochondrial cox1 sequence was identified as S. bovis. Molecular data suggest that the hybrids are not 1st generation and are a result of parental and/or hybrid backcrosses, indicating a stable hybrid zone. Larval stages with the reverse genetic profile were also found and are suggested to be F1 progeny. The data provide indisputable evidence for the occurrence of bidirectional introgressive hybridization between a bovine and a human Schistosoma species. Hybrid species have been found infecting B. truncatus, a snail species that is now very abundant throughout the SRB. The recent increase in urinary schistosomiasis in the villages along the SRB could therefore be a direct effect of the increased transmission through B. truncatus. Hybridization between schistosomes under laboratory conditions has been shown to result in heterosis (higher fecundity, faster maturation time, wider intermediate host spectrum), having important implications on disease prevalence, pathology and treatment. If this new hybrid exhibits the same hybrid vigour, it could develop into an emerging pathogen, necessitating further control strategies in zones where both parental species overlap.","","2009","Article scientifique peer reviewed","yes","","","","10.1371/journal.ppat.1000571","","","","","","","","PLOS PATHOGENS","5","","","","","EN","","Scientifique","","",""
"Do host-specific factors drive population genetics of human Schistosoma spp.? A molecular study in Pakh, Senegal","Van den Broeck, F.||Huyse, T.||Meurs, L.||Polman, K.||Volckaert, F.","","","","Invertebrates","","","2009","Article scientifique non peer reviewed","no","","","","","","","","","","","","TROPICAL MEDICINE & INTERNATIONAL HEALTH","14","","188","","","EN","","Scientifique","","",""
"Morphology and molecular taxonomy of Gyrodactylus jennyae n. sp (Monogenea) from tadpoles of captive Rana catesbeiana Shaw (Anura), with  a review of the species of Gyrodactylus Nordmann, 1832 parasitising amphibians","Paetow, L.||Cone, D.||Huyse, T.||Mclaughlin, J.||Marcogliese, D.","","","","Invertebrates","Gyrodactylus jennyae n. sp. is described from the body surface and mouthparts of tadpoles of the bullfrog Rana catesbeiana Shaw imported presumably from Missouri, USA, into a federal government facility in Moncton, New Brunswick, Canada. Its morphology resembles most closely that of G. chologastris Mizelle, Whittaker & McDougal, 1969 described from two amblyopsids (blind cave fishes) in Kentucky and North Carolina. Both species have long slender hamuli, a ventral bar with a relatively long membrane and small anterolateral processes, a cirrus with two rows of small spines and marginal hooks with a well-developed sickle heel and short handle. The two species differ morphologically; G. jennyae has a marginal hook sickle with a more pronounced heel than that found in G. chologastris. A BLAST search using a 945 base pair sequence that included the nuclear ribosomal DNA internal transcribed spacers 1 and 2 and the 5.8S rRNA gene from G. jennyae n. sp. showed that the overall similarity with other Gyrodactylus sequences on GenBank was relatively low. The ITS1 region was similar to that of G. misgurni Ling, 1962; however, no ITS2 and 5.8S rRNA sequences are available for that species. A separate search using 5.8S sequences revealed that G. markakulensis Gvosdev, 1950 and G. laevis Malmberg, 1957 were the closest to G. jennyae (1 and 2 bp differences, respectively). These species are parasites of cyprinids (or their predators) and are similar to G. jennyae and G. chologastris in having a double row of small hooks on the cirrus and overall similar morphologies of the haptoral hard parts. There are now five species of Gyrodactylus described exclusively from amphibians and this appears to have involved at least three separate host-switches from fishes.","","2009","Article scientifique peer reviewed","yes","","","","10.1007/s11230-009-9183-9","","","","","","","","SYSTEMATIC PARASITOLOGY","73","","219-227","","","EN","","Scientifique","","",""
"Persona. Masques dAfrique : identités cachées et révélées. ","Bouttiaux, A.-M.","","","","Heritage studies","","Musée royal de l'Afrique centrale - 5 Continents","2009","Catalog","yes","9788874395125","","","","","","","","","","","","","","303","","","FR","European Network of Diasporas and Ethnography Museums ( European )","General public","","",""
"Persona. Maskers uit Afrika : verborgen en ontsluierde identiteiten.","Bouttiaux, A.-M.","","","","Heritage studies","","Koninklijk Museum voor Midden Afrika, 5 Continents Editions.","2009","Catalog","yes","9788874395132","","","","","","","","","","","","","","303","","","NL","European Network of Diasporas and Ethnography Museums ( European )","General public","","",""
"Persona. Masks of Africa : identities hidden and revealed.","Bouttiaux, A.-M.","","","","Heritage studies","","Royal Museum for Central Africa, 5 Continents Editions","2009","Catalog","yes","978-88-7439-513-2","","","","","","","","","","","","","","303","","","EN","European Network of Diasporas and Ethnography Museums ( European )","General public","","",""
"Femmes occidentales dans les colonies belges, 1885-1925","Cornet, A.","","","","History & politics","","Cegesoma","2009","Article scientifique non peer reviewed","no","","","","","","","","","","","","Bulletin du Ceges","42","","42-44","","","FR","","Scientifique","","",""
"Le Musée royal de l'Afrique centrale. Du musée colonial au centre de référence moderne et contemporain pour l'Afrique","Gryseels, G.||Claessens, K.","","ICOM Belgique/Wallonie-Bruxelles","","Administration||General direction","","","2009","Article scientifique peer reviewed","yes","","","","","","","","","","","","La vie des Musées","21","","","","","FR","","Scientifique","","",""
"A comparative approach to parasite evolution under host adaptive radiation","Vanhove, M.||Huyse, T.||Snoeks, J.||Volckaert, F.","","","","Invertebrates||Vertebrates","","","2009","Colloque et congrès scientifique","no","","","","","","","","","","","","11th Young Systematists Forum","","","","","","EN","","Scientifique","","",""
"An evolutionary comparison of Greek gobies and their parasites","Vanhove, M.||Huyse, T.||Giakoumi, S.||Zogaris, S.||Kalogianni, E.||Economou, A.||Volckaert, F.","","","","Invertebrates","","","2009","Colloque et congrès scientifique","no","","","","","","","","","","","","11th International Conference on the Zoogeography and Ecology of Greece and Adjacent Regions. The Zoogeography, Ecology and Evolution of the Eastern Mediterranean","","","","","","EN","","Scientifique","","",""
"First study on Monogenea of Lake Tanganyika: evolution and speciation in gyrodactylids and cichlidogyrids on Tropheini cichlids","Vanhove, M.||Huyse, T.||Gillardin, C.||Sturmbauer, C.||Snoeks, J.||Volckaert, F.","","","","Invertebrates||Vertebrates","","","2009","Colloque et congrès scientifique","no","","","","","","","","","","","","6th International Symposium on Monogenea","","","","","","EN","","Scientifique","","",""
"High diversity in haptor morphology of Cichlidogyrus from two Tanganyika cichlid tribes","Vanhove, M.||Huyse, T.||Sturmbauer, C.||Snoeks, J.||Volckaert, F.||Pariselle, A.","","","","Invertebrates||Vertebrates","","","2009","Colloque et congrès scientifique","no","","","","","","","","","","","","6th International Symposium on Monogene","","","","","","EN","","Scientifique","","",""
"Diversity of Macrogyrodactylus spp. (Monogenea, Gyrodactylidae) across Africa: molecular and morphological comparisons.","Barson, M.||P&#345;ikrylová, I.||Vanhove, M.||Huyse, T.","","","","Invertebrates","","","2009","Colloque et congrès scientifique","no","","","","","","","","","","","","6th International Symposium on Monogenea","","","","","","EN","","Scientifique","","",""
"Extrapolation of field observations for a bird atlas. The robustness of the methodology used in the Atlas des oiseaux nicheurs de la Grande Comore, de Mohéli et dAnjouan. ","Meirte, D.","","","","Biological collection and data management","","","2009","Colloque et congrès scientifique","no","","","","","","","","","","","","6th International Meeting of European Bird Curators. Tervuren, Belgium","Abstracts","","","","","EN","","Scientifique","","",""
"Politiques sanitaires, Etat et missions religieuses au Rwanda (1920-1940). Une conception autoritaire de la médecine coloniale?","Cornet, A.","","","","History & politics","","","2009","Article scientifique peer reviewed","yes","","","","","","","","","","","","Studium. Tijdschrift voor Wetenschap- en Universiteitsgeschiedenis","II","","57-67","","","FR","","Scientifique","","",""
"Punir l'indigène. Les infractions spéciales au Ruanda-Urundi sous le régime des mandats de la Société des nations","Cornet, A.","","D. de Lame","","History & politics","","","2009","Article scientifique peer reviewed","yes","","","","","","","","","","","","Afrique et histoire","n°7-8; Criminalités coloniales: zones d'équivoque","","25-48","","","FR","","Scientifique","","",""
"Invertebrate communities in dry-season pools of a large subtropical river: patterns and processes","Nhiwatiwa, T.||De Bie, T.||Vervaeke, B.||Barson, M.||Stevens, M.||Vanhove, M.||Brendonck, L.","","","","Invertebrates","","","2009","Article scientifique peer reviewed","yes","","","","","","","","","","","","Hydrobiologia","630","","169-186 ","","","EN","","Scientifique","","",""
